domain,category_names
tubereserve.com,adult
keyporntube.com,"adult,entertainment"
beegfree.com,"adult,entertainment"
7dog.com,adult
cbsstore.com,"entertainment,shopping"
ispo.com,news and media
teenfuckr.com,"adult,entertainment"
speedweek.com,"business,education,sports"
customer-alliance.com,business
stupidcamsx.com,"adult,entertainment"
zoopussy.com,adult
stickamvids.net,adult
touridat.com,business
icomsex.com,adult
laola1.at,"entertainment,sports"
multimediaxis.de,"education,games,message-boards and forums"
my-sexy-place.com,adult
zeige-deine-sexbilder.com,adult
solitairekostenlos.de,games
amateurbusters.com,adult
online-fitness-coaching.com,"business,education,health"
teenxxxporn.club,adult
metropolnews.info,"business,education"
scfreiburg.com,"business,education,sports"
sberbankdirect.de,"business,economy and finance"
bbbank.de,business
master-and-more.de,"business,education"
amadeus-fire.de,"business,education"
l-bank.de,"business,education"
suewag.de,business
bonnticket.de,"business,entertainment"
calovo.de,"business,education,information-tech"
jamobil.de,"business,information-tech"
mysc.de,"business,shopping"
vorlage-musterbriefe.de,"business,education,job-related"
mehr-geld-mehr-zeit-mehr-leben.de,"business,education"
cdburnerxp.se,"business,information-tech"
cd-koerperpflege.de,business
edeka-mobil.de,"business,information-tech"
xn--brckentage-beb.info,"business,education"
food-monitor.de,"business,education"
din-formate.info,"business,education"
focusonanimation.com,"business,education,entertainment"
pz-news.de,"business,education,news and media"
legolandholidays.de,"education,entertainment,shopping"
learnenglish.de,"business,education"
koffer-direkt.de,shopping
freizeitpark-welt.de,travel
5vor12.de,business
restaurant-ranglisten.de,"business,education,food and recipes"
wickey.de,shopping
familien-welt.de,"business,education"
movieworlds.com,entertainment
boerlind.com,"business,shopping"
entertainment-base.de,"business,entertainment"
only-entertainment.de,entertainment
filmreporter.de,entertainment
spielfilm.de,entertainment
media-review.de,"entertainment,news and media"
wellness-heaven.de,travel
alsterkind.com,"business,education"
rodenstock.de,"business,education,shopping"
katzen.de,"business,education,entertainment"
kulturnews.de,news and media
deutsches-museum.de,"business,education"
vegan-box.de,"business,shopping"
bus-und-bahn.de,"business,education"
seedfinder.eu,"business,drugs,education"
videdressing.de,shopping
tripdoo.de,travel
modyf.de,shopping
fahrtfinder.net,business
spontacts.com,"business,education"
got-big.de,"business,education"
marykay.com,"business,shopping"
mangago.me,entertainment
cm4allbusiness.de,business
bq.com,business
sprechzimmer.ch,"education,health"
lookbook.nu,shopping
xn--kchengerte-test-7kb41b.de,"business,education"
allergiefreie-allergiker.de,health
hundund.de,education
ello.co,entertainment
flinc.org,travel
shore.com,business
hund.info,education
boxspring-welt.de,"business,shopping"
pentahotels.com,"blogs and personal,business,entertainment"
wechselkurse-euro.de,business
welcome-hotels.com,travel
e-teaching.org,"business,education"
whitewall.com,"business,shopping"
eventim-inhouse.de,business
lotto-hh.de,"business,gambling"
gutezitate.com,"business,education"
gaycities.com,business
messe-berlin.de,business
abendblatt-berlin.de,"business,education,entertainment"
airfinder.de,travel
schaubuehne.de,"business,education,entertainment"
verpasst.de,"business,education,entertainment"
checkdomain.de,"business,information-tech"
thaiairways.com,"business,education"
zoopalast-berlin.de,business
samedi.de,business
drillisch-online.de,business
ebab.com,business
ticketnetwork.com,"business,entertainment,sports"
berliner-philharmoniker.de,"business,education,entertainment"
sodapdf.de,"business,education,information-tech"
ecolines.net,education
hamburger-kunsthalle.de,"business,education"
hotelopia.de,travel
schulferien.eu,education
vonfloerke.com,"business,shopping"
fittaste.com,"business,shopping"
homo.net,adult
countrycurrencyrates.com,"business,economy and finance"
textlog.de,education
zyxel.com,"business,information-tech"
cartoonnetwork.co.uk,entertainment
londonpass.de,travel
girlfriendvideos.com,adult
clashroyale.com,business
dacianer.de,"business,education"
2dehands.be,"business,shopping"
chefclub.tv,food and recipes
musicmp3.ru,education
thinkific.com,business
letterboxd.com,"education,entertainment"
homeprivatevids.com,adult
justpicsplease.com,adult
amakings.com,adult
ftvcash.com,"adult,blogs and personal,entertainment"
lamalinks.com,adult
bigcommerce.com,business
18eighteen.com,adult
bootyliciousmag.com,adult
xlgirls.com,adult
candygirlcash.com,"adult,business,entertainment"
funmovies.at,"adult,entertainment"
evilangel.com,"adult,entertainment"
pascalssubsluts.com,"adult,entertainment"
gfpics.com,adult
nastypornpics.com,adult
busty-britain.com,adult
foxhq.com,"adult,entertainment"
zoig.com,adult
naughtymag.com,adult
rankwise.net,"business,information-tech"
groupon.nl,"business,shopping"
marktplaats.nl,business
toner-partner24.de,"business,shopping"
smatch.com,shopping
louis-mailer.de,business
yieldkit.com,business
suprclicks.com,parked
solitr.com,"business,education,games"
classicreload.com,"business,education,information-tech"
festival-of-lights.de,"education,entertainment"
dfg.de,"business,education"
deutsches-architektur-forum.de,education
maschinenbau-wissen.de,"business,education"
cyanogenmod.org,"business,education,information-tech"
sunday.de,"business,shopping"
fazemag.de,"education,entertainment,news and media"
fitnessmodern.de,"business,education"
hdpornz.biz,adult
karrierefuehrer.de,"business,education"
chillhouse.de,"business,shopping"
drugscouts.de,health
olerum.de,"business,education,shopping"
lilies-diary.com,"business,education,travel"
azarius.de,"business,drugs,shopping"
stromnetz-berlin.de,"business,education,information-tech"
papstar-shop.de,"business,shopping"
e-periodica.ch,"business,education"
bookbeat.com,"business,education"
www.hr,"business,education"
screencast-o-matic.com,"business,media-sharing"
barcodesinc.com,"business,information-tech,shopping"
tripleclicks.com,"business,shopping"
bizstats.co.uk,business
gogle.com,search-engines and portals
muenchenticket.de,business
ticketcorner.ch,business
hekticket.de,"business,entertainment"
falke.com,shopping
referralcandy.com,business
tudou.com,"business,education,entertainment"
narcity.com,"business,entertainment"
brauer-bund.de,"alcohol and tobacco,business,education"
studenten-vermittlung.com,"business,education"
aostegratisgeniessen.de,"business,education"
presse-augsburg.de,"business,education"
bwl-wissen.net,"business,economy and finance"
nadler.de,"business,food and recipes"
wgv.de,business
inditexcareers.com,business
dbregio-shop.de,"business,education"
amazon-presse.de,"business,shopping"
schulkreis.de,education
abakus-internet-marketing.de,business
motorroller-info.de,shopping
playkot.com,"business,entertainment,games"
wcshop24.de,"business,shopping"
dreiraumhaus.de,"blogs and personal,business,education"
blumen.de,"business,education"
ups.de,"business,education"
zvon.de,"business,education"
mitarbeiterportal.com,business
easyjet.de,travel
beauty24.de,"business,education"
erste-hilfe-beim-hund.de,education
geburtstagswuensche.co,"business,entertainment,shopping"
sixt.com,"business,travel"
wochenkurier.info,"business,education"
freetour.com,travel
vitakraft.de,"business,education,shopping"
abo-boxen.de,"business,shopping"
thebetterdays.de,travel
parkandfly.de,"business,entertainment,travel"
ich-geh-wandern.de,travel
hk24.de,"business,education"
diebahn.de,"business,vehicles"
ryanair.de,travel
officio.de,shopping
kinder-alles-fuer-kids.com,"education,health"
anibio.de,"business,education,shopping"
newsletter-anmeldung.com,business
germanwings.de,travel
dein-larp-shop.de,shopping
skygarden.london,business
goldentours.com,"business,travel"
newidea.com.au,"business,education,entertainment"
zitate-und-weisheiten.de,"business,education"
emotion-technologies.de,shopping
paul-pille.de,shopping
neuronation.com,"business,education"
kalkhoff-bikes.com,"business,shopping"
anchukoegl.com,"blogs and personal,business,education"
hochschule-bochum.de,"business,education"
1a-tests.de,"business,education,shopping"
pedelecforum.de,"business,education,message-boards and forums"
www.kn,business
pornoeinfach.com,adult
epson.eu,business
conserva.de,"business,shopping"
eegay.com,adult
paginebianche.it,"business,education"
marktguru.de,"business,shopping"
toytowngermany.com,"business,education"
dhs.de,"business,education"
teachsam.de,education
augsburg.tv,"business,entertainment"
rock-im-park.com,"business,entertainment"
industrystock.de,business
zonealarm.com,"business,information-tech"
heyjobs.de,business
marketing-studieren.de,"business,education"
ausbildungsoffensive-bayern.de,"business,education"
livesportmedia.eu,business
makita.de,"business,shopping"
schulte.de,"business,shopping"
ersatzteilfachmann.de,"business,shopping"
echoarena.com,"business,entertainment"
accliverpool.com,business
sweatco.in,"business,education,shopping"
nakedmomtube.com,"adult,entertainment"
cplusplus.com,"business,education,information-tech"
garnelio.de,"business,education,shopping"
klonblog.com,"education,entertainment"
planethund.com,education
valess.de,"business,food and recipes"
smart-deal.de,"business,shopping"
tierfreund.de,education
blackfridaysale.de,"business,shopping"
avnet.com,"business,shopping"
mehr-tanken.de,business
braut.de,"business,entertainment,shopping"
piper.de,"education,entertainment"
xboxdynasty.de,games
trophies.de,"entertainment,games,news and media"
gameware.at,"entertainment,games,shopping"
steuererklaerung-online.org,"business,education"
frag-ikea.de,shopping
versicherungsbote.de,"business,economy and finance"
zajac.de,shopping
cash-online.de,"business,economy and finance"
flippingpages.de,"business,education,information-tech"
zenideen.com,"business,shopping"
briefform.de,"business,education,information-tech"
novalnet.de,business
arvato.com,business
xxv24.de,"business,economy and finance"
martinruetter.com,"business,education"
firebaseapp.com,business
wfcdn.de,"business,information-tech"
brief-wechsel.de,"business,education"
page2flip.de,"business,information-tech"
sprueche-wuensche-gruesse.de,business
wooco.de,"education,entertainment,games"
main-spitze.de,"business,education"
bildplus.de,"business,education"
trendmarkt24.de,"business,shopping"
apfelpage.de,"business,information-tech,news and media"
deingedicht.de,"business,entertainment,shopping"
ideeundspiel.com,"business,shopping"
comstern.de,"business,shopping"
excel-helfer.de,"business,education"
spruch-wunsch-hochzeit.de,"business,entertainment"
playfront.de,"business,entertainment,news and media"
krefeld.de,"business,education,entertainment"
playstation-experience.com,"entertainment,games,news and media"
pitopia.de,"business,education,entertainment"
whoer.net,information-tech
czech-transport.com,travel
lomography.com,"business,education"
wearethought.com,shopping
copyright.com,"business,education"
uni-graz.at,education
maps.de,business
rither.de,education
htwk-leipzig.de,"business,education"
techonthenet.com,"education,information-tech"
rackspace.com,"business,information-tech"
cabelas.com,shopping
mysteriousuniverse.org,"education,entertainment"
racedepartment.com,"business,education"
tunisair.com,"business,education,travel"
tennis-warehouse.com,shopping
regex.info,"business,education"
oakley.com,shopping
appleinsider.com,"information-tech,news and media,shopping"
x-plane.com,business
ubnt.com,"business,information-tech"
submityourflicks.com,adult
couponvario.com,shopping
favicon-generator.org,information-tech
revinate.com,business
newstroll.de,business
epd-film.de,"business,education,entertainment"
studocu.com,"business,education"
ankerwerke.de,"business,education"
golf.de,"business,sports"
sportsupreme.de,"business,education,entertainment"
linda.de,"business,education,shopping"
punica-abenteuer.de,"business,education"
splashgames.de,"entertainment,games"
koelnmesse.de,business
backmomente.de,"business,food and recipes"
nat-games.de,"business,entertainment,games"
mucke-und-mehr.de,entertainment
dole.de,"business,education"
spleens4you.de,"business,job-related"
tikonline.de,entertainment
netzwerk-frauengesundheit.com,"education,health"
bmvi.de,business
filmempfehlung.com,entertainment
emgn.com,"education,entertainment"
ajoure-men.de,"business,education,entertainment"
spiesser.de,"business,education,entertainment"
interchalet.de,"business,shopping"
tiscover.com,"business,shopping,travel"
pointer.de,"business,education"
getshirts.de,"business,entertainment,shopping"
e-domizil.de,"business,shopping,travel"
wewantmedia.de,"business,education,entertainment"
ticket-regional.de,business
shirtcity.de,"business,shopping"
merchstore.net,shopping
ajoure.de,"business,education,entertainment"
engbers.com,shopping
playmobil-funpark.de,travel
kulturkaufhaus.de,"business,education,entertainment"
gesund-vital-online.de,health
rheinmain4family.de,"business,education"
frieslandversand.de,"business,shopping"
tirol.at,"business,education,travel"
krimidinner.de,"business,food and recipes"
tennismagazin.de,"entertainment,news and media,sports"
telc.net,"business,entertainment"
hitchecker.de,"business,education,entertainment"
roller-gewinnspiel.de,"business,entertainment,shopping"
wochenanzeiger-muenchen.de,"business,education"
blogaufbau.de,"business,education"
heumilch.at,"business,education"
bautzner.de,"business,food and recipes"
barnhouse.de,"business,education"
fussvital.info,"business,education"
gefu.com,business
joyreactor.com,entertainment
hoppsala.de,entertainment
routenplaner-karten.com,"business,travel"
avida.at,travel
animania.de,entertainment
maier-sports.com,shopping
kultur-base.de,"business,education,entertainment"
geburtstag-gedichte.com,"blogs and personal,business,entertainment"
s-bahn-muenchen.de,business
adventskalender-gewinnen.de,"business,education,entertainment"
weihnachtsgedichte-sprueche.net,"blogs and personal,business,education"
fairr.de,"business,economy and finance,education"
wolle-roedel.com,"business,shopping"
rewardo.de,"business,information-tech"
clubmed.de,travel
deutsche-treppenlift-beratung.de,business
fideliosuite8webconnect.com,"entertainment,travel"
baumarkt-voucher.de,business
mux.de,business
radiogong.de,business
mvg.de,"business,education"
teamshirts.de,"business,shopping"
tsv1860-shop.de,shopping
festgestaltung.de,"blogs and personal,business,entertainment"
dynamo-dresden.de,"business,education"
glass-hobby-design.de,"business,shopping"
faszination-fankurve.de,"business,entertainment,sports"
hobbii.de,"business,shopping"
viraldynamite.net,"business,education,entertainment"
geburtstags-feste.de,"business,entertainment,shopping"
produktekostenlos.de,"business,shopping"
bmw-welt.com,"business,education,vehicles"
spruecheportal.de,"business,education"
ganz-muenchen.de,"business,entertainment"
volksliederarchiv.de,"business,education"
cardiofitness.de,"business,shopping"
ovgu.de,education
excelformeln.de,business
ginatricot.com,education
zoevacosmetics.com,business
edv-lehrgang.de,"education,information-tech"
kamdi24.de,"business,shopping"
elettershop.de,business
gamesessions.com,business
enligo.com,"business,shopping"
scssoft.com,"business,education,games"
waves.com,"business,information-tech"
fucked-tube.com,adult
myuv.com,"business,education,entertainment"
astonmartin.com,"business,vehicles"
pdfsam.org,"business,education,information-tech"
peta2.com,"business,education"
ets2.lt,"education,games"
steiff.com,shopping
coldplay.com,entertainment
msdn.com,"business,education,information-tech"
bikeinn.com,shopping
festo.com,"business,education"
degoo.com,"business,information-tech"
mastercard.us,business
trainzportal.com,"business,entertainment"
wiggle.com,shopping
projectcarsgame.com,"business,education"
mcgame.com,"entertainment,games,shopping"
carthrottle.com,vehicles
das-sternzeichen.de,"education,entertainment"
nicknight.de,business
keyforsteam.de,"entertainment,games"
japanwelt.de,shopping
fotocommunity.com,"business,education,media-sharing"
myzitate.de,"business,education"
japanisch-netzwerk.de,"business,education,information-tech"
wegotthiscovered.com,entertainment
mpb.com,"business,shopping"
slantmagazine.com,entertainment
yorku.ca,education
bdadyslexia.org.uk,"business,education"
piercingline.com,"business,shopping"
peterstaler.de,business
diamantrad.com,"business,shopping"
casting-network.de,"business,education,entertainment"
saupiquet.de,"business,food and recipes"
driverscollection.com,"information-tech,shopping"
wzb.eu,education
notorious-mag.com,"education,entertainment"
speedlink.com,"business,games,shopping"
radioteddy.de,"business,entertainment,streaming-media"
xmoviesforyou.com,"adult,business,entertainment"
opwiki.org,"education,entertainment"
hrr-strafrecht.de,"business,education"
hentai2read.com,"adult,entertainment"
ubi.li,"business,games"
terminland.de,business
mittelalterkalender.info,education
schisslaweng.net,"business,education,entertainment"
letras.mus.br,"entertainment,streaming-media"
replayjeans.com,shopping
maxi-cosi.de,"business,education,shopping"
deutsche-depressionshilfe.de,"business,education"
reiseversicherung.de,"business,economy and finance"
atp-autoteile.de,"business,shopping,vehicles"
partner.de,personals
aok-gesundheitspartner.de,"business,education"
dfbnet.org,"business,education,entertainment"
regiondo.de,"business,travel"
kia.de,"business,vehicles"
denksport-raetsel.de,"business,education"
versand-check.de,"business,shopping"
kirmesforum.de,"business,education,entertainment"
schwedentipps.se,"business,education,travel"
staedteregion-aachen.de,"business,education"
geissblog.koeln,"business,sports"
justonecookbook.com,food and recipes
metart.com,"education,entertainment"
lovelula.com,"business,shopping"
rylskyart.com,entertainment
youporndeutsch.co,adult
alt.com,adult
sexnord.net,"adult,business"
jeans-fritz.com,business
zeeone.de,"business,education,entertainment"
curado.de,health
alwaysdiscreet.de,"business,shopping"
lungenemphysem-copd.de,"education,health"
elnaturalista.com,shopping
safefinderformac.com,business
learningapps.org,education
taaz.com,"education,entertainment"
gooverseas.com,education
taxi2airport.com,"entertainment,shopping,travel"
hammacher.com,shopping
toms.com,shopping
wfp.org,"business,education"
tistory.com,business
howtogettheguy.com,"business,education"
kshowonline.com,"business,education,information-tech"
northumbria.ac.uk,education
myneurogym.com,"business,education"
crwflags.com,"business,entertainment"
musicalion.com,"business,education"
bridalguide.com,business
50webs.com,"business,information-tech"
loopmasters.com,"business,education,entertainment"
whois.net,information-tech
devmate.com,"business,information-tech"
ubc.ca,education
firmoo.com,shopping
akon.de,"business,education"
lernpsychologie.net,education
etranslator.ro,"business,education"
mensjournal.com,"business,education,entertainment"
briefumschlaegebestellen.de,shopping
burnaware.com,"business,information-tech"
slimwareutilities.com,"business,information-tech"
paranormal.de,"business,education"
metacrew.de,business
bzga-essstoerungen.de,"business,education,health"
stromverbrauch-haushalt.de,business
jdsports.de,shopping
bsb-muenchen.de,"business,education"
csc.com,business
lrz.de,"business,education,information-tech"
ichliebebacken.de,"business,food and recipes"
hs-duesseldorf.de,"business,education"
waschmaschine.net,"business,shopping"
jumbo.com,"business,shopping"
germanwings.com,travel
baufail.de,"business,education"
vidox.net,adult
playforceone.com,adult
mysexgames.com,adult
playporngames.com,adult
freeaddon.com,"entertainment,games"
meetandfuckgames.com,adult
biologie-lexikon.de,education
westfalenhallen.de,business
hallhuber.com,shopping
pluscard.de,"business,economy and finance"
immoscout24.de,"business,real-estate"
combinepdf.com,"business,education"
takatomo.de,"business,shopping"
filme-schauspieler.de,entertainment
zf.com,business
umusic.co.uk,"business,entertainment"
fxnetworks.com,business
westernunion.de,business
sparkasse-dueren.de,"business,economy and finance"
sparkasse-emh.de,"business,economy and finance"
intelliresponse.com,business
ergo.com,business
terrashop.de,"business,education,shopping"
goslarsche.de,"business,education,entertainment"
beonpush.com,business
google.gp,search-engines and portals
eurekalert.org,education
alex-fischer-duesseldorf.de,business
ptcwall.com,business
oneill.com,shopping
superdeluxeedition.com,entertainment
tripadvisor.com.ph,travel
cbr.com,entertainment
blitzortung.org,"business,education"
csl.ink,business
koelner-philharmonie.de,"education,entertainment"
koelntourismus.de,travel
filmportal.de,"education,entertainment"
samsung-firmware.org,"business,information-tech,news and media"
androidtablets.net,"education,information-tech"
skandic.de,shopping
coolphotos.de,"business,education,shopping"
wundermittel-natron.info,"business,education"
rb-elektroshop.de,"business,shopping"
badoinkvr.com,adult
quermania.de,travel
sodbrennen-wissen.de,"education,health"
naturundheilen.de,"business,education,health"
siedler-vision.de,"blogs and personal,entertainment"
plentyone.de,shopping
jurawiki.de,"business,education"
tandmore.de,"business,shopping"
moebelplus.de,"business,shopping"
hausmittel-haare.de,"business,education"
telefonabc.at,"business,education,information-tech"
nzbindex.com,"business,education"
bbfun.de,"business,entertainment"
campdavid-soccx.de,shopping
outletfreunde.de,"business,shopping"
royalsocietypublishing.org,"business,education"
vitalstoffmedizin.com,"education,health"
qtixx.com,business
alpin.de,"business,education,shopping"
digitalkasten.de,"business,education"
l-iz.de,"business,education"
allmaxx.de,"business,education"
afd-fraktion-sachsen.de,"business,education,news and media"
sparkasse-karlsruhe.de,"business,economy and finance"
cardschat.com,"gambling,games"
miscota.de,"education,shopping"
scook.de,"business,education"
lehrer-online.de,education
cindymovies.com,adult
xnxxmovies.com,adult
blackmonsterterror.com,adult
porn.sc,adult
ass4all.com,adult
fakings.com,adult
csgostash.com,"business,shopping"
docker.com,"business,information-tech"
vernaschediewelt.com,"business,shopping"
shopssl.de,"business,information-tech"
edv-buchversand.de,"business,shopping"
flughafen-stuttgart.de,travel
verkaufsoffener-sonntag.com,business
estas.de,"business,education"
speisekarte24.de,"business,entertainment"
ftigroup-service.de,"business,education"
dirks-computerecke.de,"business,information-tech"
rapupdate.de,entertainment
1001-rezept.de,food and recipes
abtei.de,"business,education,shopping"
wilkinson.de,shopping
tiere.de,education
hochdruckliga.de,"business,education,health"
nu.nl,business
euautoteile.de,"shopping,vehicles"
lada.de,business
pferdewetten-jaxx.de,business
fc-union-berlin.de,business
rozklad-pkp.pl,"business,education"
prepaid-deutschland.de,"business,information-tech"
vienna.at,"business,education,entertainment"
freegame2017.com,"business,games"
fei.org,entertainment
3dsupply.de,"business,shopping"
mediencommunity.de,"business,education"
mercedes-amg.com,vehicles
shisha-world.com,"alcohol and tobacco,business,shopping"
ksc.de,business
tellonym.me,business
andrewchristian.com,shopping
uloz.to,"business,entertainment"
relive.cc,business
cyclinguk.org,"business,education"
mobilebet.com,"business,gambling"
wunsch-brautkleid.de,"business,shopping"
superzooi.com,adult
anime2you.de,"business,entertainment"
nonktube.com,"adult,entertainment,streaming-media"
coingecko.com,"economy and finance,shopping"
wertpapier-forum.de,"business,economy and finance"
wettformat.com,business
spdfraktion.de,"business,education"
fool.de,"business,economy and finance,news and media"
sms38.de,business
biw-bank.de,"business,economy and finance"
zortam.com,business
auktionshilfe.info,"business,shopping"
frei-wild.net,"business,entertainment"
labournet.de,"business,education"
rama.de,business
deliciousmovies.com,adult
adultvideotop.com,adult
ukfucking.com,adult
grenzwissenschaft-aktuell.de,education
adulterfree.com,adult
kaffee24.de,"business,food and recipes"
tube-ok.com,adult
painfullanal.com,adult
xxxhd.pro,adult
curvyfemales.com,adult
buzzcatchers.de,education
gefro-mail.de,"business,food and recipes"
phrasen.com,"business,education"
studivz.net,education
sparkasse-muensterland-ost.de,"business,economy and finance"
erdinger-tippspiel.de,"entertainment,sports"
menexpert.de,"business,education,shopping"
webtippspiel.de,business
alma.at,business
messefrankfurt.com,education
meinfoto.de,"business,information-tech"
idealo.com,travel
handykarten-check.de,"business,information-tech"
pick.de,business
sparpfoten.de,shopping
legitim.ch,"business,education,news and media"
madcatz.com,business
hopp-marktforschung.de,business
zm-online.de,"business,education"
rewe-reisen.de,travel
e-stories.de,"business,education,entertainment"
ferienkalender.com,education
reimbuch.net,"business,education"
tubepornnude.com,adult
sehtestbilder.de,"business,education,entertainment"
sumikai.com,entertainment
harenberg-kalender.de,"business,education"
moonsault.de,entertainment
care-vision.de,"business,education,health"
gmuender-tagespost.de,"business,education,entertainment"
vitaminexpress.org,"business,shopping"
homepagemodules.de,"business,education"
patientenfragen.net,"education,health"
liberale.de,"business,education"
kleinezeitung.at,"business,education,news and media"
medizin-forum.de,"business,education"
onlinestudienzentrum.de,"business,education,information-tech"
emailtester.de,business
vivat.de,"business,education,shopping"
extra-funds.de,"business,economy and finance"
vulkane.net,"business,education"
novumbankgroup.com,business
travelshop-24.net,travel
mysocialshortcut.com,"business,information-tech"
ayurveda101.de,shopping
messe-stuttgart.de,"business,education"
backgammononline.eu,games
journal-frankfurt.de,"business,education,entertainment"
everlane.com,shopping
lumie.com,business
sportbible.com,"entertainment,news and media,sports"
discsplay.com,"business,education,entertainment"
jabong.com,shopping
lawteacher.net,"business,education"
bang-olufsen.com,business
curver.com,business
mskcc.org,"business,education,health"
mercadolibre.com.ar,"business,shopping"
ecco.com,shopping
testerwelt.de,"business,shopping"
dr-beckmann.de,"business,food and recipes,shopping"
tiava.com,adult
abmahnung.org,"business,education"
hall-wattens.at,"business,education"
alba.info,business
kreditkarte.net,"business,economy and finance"
leinentausch.de,"business,education"
kvberlin.de,"business,education"
helgoland.de,"business,education,travel"
endclothing.com,shopping
yatahonga.com,"entertainment,information-tech"
bastelfrau.de,"business,education,shopping"
artikelmagazin.de,"blogs and personal,business,education"
goldsilbershop.de,"business,shopping"
creation-l.de,shopping
androidkosmos.de,"business,information-tech,news and media"
rollomeister.de,"business,shopping"
kivbf.de,business
dr-feil.com,"business,education,health"
banklupe.de,"business,economy and finance"
jaloucity.de,"business,shopping"
schulranzen.com,shopping
comma-store.de,shopping
reisedeals.com,travel
tagesgeld.info,"business,economy and finance"
toom.de,business
vidagesund.de,"business,education,health"
wuenschen-und-gratulieren.de,"business,shopping"
mein-allergie-portal.com,"business,education,health"
gea.de,"business,education,news and media"
kartenzia.de,"business,shopping"
versandkostenfrei.net,shopping
amkingdom.com,"adult,entertainment"
freebloger.net,"business,education"
ulisses-spiele.de,"business,education,entertainment"
biblio.com,"business,education,shopping"
zotac.com,business
bobshop.com,shopping
paralink.com,"business,education"
yumi.co.uk,shopping
discoverhongkong.com,travel
leica-camera.com,business
monki.com,shopping
justtrains.net,"business,education,shopping"
musicstack.com,"economy and finance,shopping"
watchcartoononline.com,"entertainment,streaming-media"
globalmarket.com,"business,shopping"
swee.ps,business
lnkit.club,business
bulkpowders.com,"business,food and recipes,shopping"
motorpresse.de,business
fliesenmax.de,"business,shopping"
subaru.de,business
lushli.com,business
reviewclub.com,"business,education"
secursoft.net,information-tech
omorashi.org,"adult,business"
all-in.de,"business,education"
freeteensphotos.com,adult
mynakedteens.com,adult
anglermap.de,"business,education"
sos-kinderdorf.de,"business,education"
hqbabes.com,adult
hochwasserzentralen.de,"business,education,entertainment"
urlaubsplus.de,business
xnxx-pornos.com,adult
teenohteen.com,adult
teendreams.com,"adult,entertainment,shopping"
colette.com,adult
alscash.com,"adult,business"
fantasyhd.com,adult
fairynudes.com,"business,entertainment"
pussygirls.com,adult
youngpornpictures.com,adult
wetteenpics.com,adult
euroteenerotica.com,adult
auntmia.com,adult
teentube18.net,adult
morazzia.com,adult
teentugs.com,adult
18tubehd.com,adult
teensexvideos.me,adult
xogogo.com,"adult,entertainment"
orgasmlist.com,adult
grundstoff.net,shopping
vertrag-kuendigen.com,"business,education"
psychiatrie.de,"education,health"
nsgalleries.com,adult
pornfidelity.com,"adult,entertainment,streaming-media"
psychotipps.com,"business,education"
teensexmania.com,"adult,entertainment"
teenvaginapics.com,adult
windirstudio.com,adult
dbk.de,"business,education"
bibelwerk.de,"education,religion"
bundes-freiwilligendienst.de,"business,education"
gartenhaus-gmbh.de,"business,shopping"
roadbike.de,"entertainment,shopping,sports"
kaninchenwiese.de,education
idea.de,"education,religion"
catholicnewsagency.com,"education,religion"
mein-gartenshop24.de,"business,shopping"
erosberry.com,"adult,entertainment"
solarwelt-enviam.de,"business,education,shopping"
kinderkrebsinfo.de,"education,health"
fickpartys.net,"adult,business,entertainment"
livenet.ch,business
wtfpass.com,adult
teen-depot.com,"adult,entertainment"
guruofporn.com,adult
umzug.info,business
cummeariver.com,adult
thedrinksbusiness.com,alcohol and tobacco
flysas.com,travel
techopedia.com,"business,information-tech"
gameskip.com,games
downloadvideosfrom.com,entertainment
namespedia.com,"business,education"
missmadeit.com,"business,education,entertainment"
wittich.de,"business,education"
prowin.net,business
statistik-und-beratung.de,"business,education,information-tech"
enjoymedia.ch,shopping
tuhh.de,"business,education"
helsinki.fi,education
steamydates.com,"adult,business,entertainment"
manageengine.com,"business,information-tech"
joom.com,shopping
askgfk.ch,"business,education"
woolworths.co.za,shopping
familienleben.ch,"business,education,health"
icloud.de,"business,information-tech"
wsv.de,education
festpark.de,business
reisetiger.net,travel
technik-profis.de,shopping
clubfamily.de,travel
gas.de,"business,shopping"
oddset.de,"business,education"
polizei-nds.de,"business,education,news and media"
selbstauskunft.net,"business,education,information-tech"
bonita.de,shopping
s-id-check.de,"business,economy and finance"
tierheimhelden.de,"business,education"
barclaycard-arena.de,"business,entertainment"
fertighaus.de,business
breadfish.de,"games,message-boards and forums"
thw-handball.de,"business,entertainment,sports"
classmarkets.com,business
was-studiere-ich.de,education
gut-erklaert.de,education
milaneo.com,business
arabdict.com,"business,education"
doktorandenforum.de,"business,education"
km-bw.de,education
mey-edlich.de,shopping
hueber.de,"business,education"
gutscheincodescout.de,"business,entertainment,shopping"
ticketmaster.nl,"business,education"
typografie.info,"business,education"
afa-anwalt.de,"business,education"
ludwigsburg.de,travel
content-select.com,"business,education"
wiki-aventurica.de,"business,education,entertainment"
officefuerbildung.de,"business,education"
deananddavid.de,"business,food and recipes"
shop-asp.de,"education,entertainment"
tarife.de,"business,economy and finance"
vidxden.com,"business,information-tech"
statsroyale.com,games
supercell.com,"business,education,entertainment"
nova-eventis.de,business
datenschutzbeauftragter-info.de,"business,education,information-tech"
diewarentester.de,"business,education,entertainment"
ct.de,"business,education,information-tech"
zdfneo.de,"business,entertainment"
iegallery.com,"business,information-tech"
reimo.com,"business,shopping,vehicles"
watchwrestling.in,"entertainment,streaming-media"
jigidi.com,shopping
